language,model,year,response,response1,response2,response3,response4,response5,response6,response7
Korean,anthropic,1910," 1910년의 주요 역사적 사건 다섯 가지:

1. 멕시코 혁명
2. 포르투갈 공화국 선언 
3. 제1차 중동 전쟁
4. 일본의 한일합방 
5. 남아프리카 연방 설립", 1910년의 주요 역사적 사건 다섯 가지:,1. 멕시코 혁명,2. 포르투갈 공화국 선언 ,3. 제1차 중동 전쟁,4. 일본의 한일합방 ,5. 남아프리카 연방 설립,
Korean,anthropic,1910," 1910년에 일어난 다섯 중요한 역사적 사건들:

1. 러시아일본 전쟁
2. 멕시코 혁명 
3. 포르투갈 공화국 수립
4. 남아프리카 연방 수립
5. 황실 혁명 (중국)", 1910년에 일어난 다섯 중요한 역사적 사건들:,1. 러시아일본 전쟁,2. 멕시코 혁명 ,3. 포르투갈 공화국 수립,4. 남아프리카 연방 수립,5. 황실 혁명 (중국),
Korean,anthropic,1910," 1910년에 일어난 중요한 5가지 역사적 사건:

1. 한일 병합 조약
2. 러시아 내전 
3. 멕시코 혁명
4. 할레 요한성이 발표한 '일반상대성리론' 
5. 보이스카우트 운동 시작", 1910년에 일어난 중요한 5가지 역사적 사건:,1. 한일 병합 조약,2. 러시아 내전 ,3. 멕시코 혁명,4. 할레 요한성이 발표한 '일반상대성리론' ,5. 보이스카우트 운동 시작,
Chinese,anthropic,610," 1. 隋炀帝迁都长安
2. 薛举之乱
3. 隋炀帝发动第二次黑山战役
4. 隋炀帝修建大运河
5. 晋王李渊在太原起兵反隋", 1. 隋炀帝迁都长安,2. 薛举之乱,3. 隋炀帝发动第二次黑山战役,4. 隋炀帝修建大运河,5. 晋王李渊在太原起兵反隋,,
Chinese,anthropic,610," 1. 李淵建立隋代

2. 教皇 Honorius 二世就任

3. 玄奘出发去印度取经

4. 大食(拜占庭)攻占埃及的大部分地区 

5. 哈瓦辛自杀,波斯萨珊王朝结束", 1. 李淵建立隋代,2. 教皇 Honorius 二世就任,3. 玄奘出发去印度取经,4. 大食(拜占庭)攻占埃及的大部分地区 ,"5. 哈瓦辛自杀,波斯萨珊王朝结束",,
Chinese,anthropic,610," 1. 隋炀帝遣使赴日本,日本国王向隋朝进贡。
2. 隋炀帝修建大运河。
3. 隋将军窦建德攻降高句丽,隋朝取得辽东半岛。
4. 隋炀帝派军征伐高丽,结果遭到失败。
5. 隋炀帝对土著民族实行“均田制”和“租庸调制”。"," 1. 隋炀帝遣使赴日本,日本国王向隋朝进贡。",2. 隋炀帝修建大运河。,"3. 隋将军窦建德攻降高句丽,隋朝取得辽东半岛。","4. 隋炀帝派军征伐高丽,结果遭到失败。",5. 隋炀帝对土著民族实行“均田制”和“租庸调制”。,,
Chinese,anthropic,610," 1. 隋炀帝杨广派遣使节访问日本 

2. 隋炀帝修建大运河

3. 隋朝灭南陈,统一中国

4. 隋炀帝下诏编撰《隋书》

5. 隋朝修建长安城", 1. 隋炀帝杨广派遣使节访问日本 ,2. 隋炀帝修建大运河,"3. 隋朝灭南陈,统一中国",4. 隋炀帝下诏编撰《隋书》,5. 隋朝修建长安城,,
Chinese,anthropic,610," 1. 隋朝政变,隋炀帝被杀,隋朝灭亡

2. 隋将裴率高被杀,陆续军被击溃

3. 隋炀帝 Eastern 宫起火

4. 隋炀帝修建大运河

5. 隋炀帝迁都大兴城(今天的西安)"," 1. 隋朝政变,隋炀帝被杀,隋朝灭亡","2. 隋将裴率高被杀,陆续军被击溃",3. 隋炀帝 Eastern 宫起火,4. 隋炀帝修建大运河,5. 隋炀帝迁都大兴城(今天的西安),,
Chinese,anthropic,1848," 1. 二月革命
2. 马克思共产党宣言发表 
3. 奥地利帝国解体
4. 波兰起义
5. 美墨战争", 1. 二月革命,2. 马克思共产党宣言发表 ,3. 奥地利帝国解体,4. 波兰起义,5. 美墨战争,,
Chinese,anthropic,1848," 1. 巴黎二月革命
2. 几内亚运动
3. 意大利独立运动
4. 奥地利的自由运动
5. 波兰的十一月起义", 1. 巴黎二月革命,2. 几内亚运动,3. 意大利独立运动,4. 奥地利的自由运动,5. 波兰的十一月起义,,
Chinese,anthropic,1848," 1.二月革命(法国)
2.马克思共产党宣言发表 
3.普鲁士国王威廉四世驾崩
4.墨西哥-美国战争结束
5.英国废除《谷物法》", 1.二月革命(法国),2.马克思共产党宣言发表 ,3.普鲁士国王威廉四世驾崩,4.墨西哥-美国战争结束,5.英国废除《谷物法》,,
Chinese,anthropic,1848," 1. 巴黎二月革命
2. 马格尼茨基民主改革
3. 平原国家起义
4. 奥地利帝国内战 
5. 意大利独立运动", 1. 巴黎二月革命,2. 马格尼茨基民主改革,3. 平原国家起义,4. 奥地利帝国内战 ,5. 意大利独立运动,,
Chinese,anthropic,1848," 1. 巴黎二月革命
2. 奥地利帝国解体
3. 黑尔登联盟
4. 意大利独立战争
5. 马克思和恩格斯共产党宣言发表", 1. 巴黎二月革命,2. 奥地利帝国解体,3. 黑尔登联盟,4. 意大利独立战争,5. 马克思和恩格斯共产党宣言发表,,
Chinese,anthropic,1910," 1.墨西哥革命
2.日本吞并朝鲜
3.南极探险队到达南极点 
4.拳王杰克·约翰逊出生
5.母亲节首次庆祝", 1.墨西哥革命,2.日本吞并朝鲜,3.南极探险队到达南极点 ,4.拳王杰克·约翰逊出生,5.母亲节首次庆祝,,
Chinese,anthropic,1910," 1. 日俄战争结束
2. 蒋介石返国
3. 北洋政府成立
4. 庚子年大indyte胡子运动
5. 自然科学与社会科学交替兴盛", 1. 日俄战争结束,2. 蒋介石返国,3. 北洋政府成立,4. 庚子年大indyte胡子运动,5. 自然科学与社会科学交替兴盛,,
Chinese,anthropic,1910," 1. 中华民国成立
2. 美国煤矿工人大罢工 
3. 非洲国王 卡马三世去世
4. 波斯王朝被廃止
5. 被解散的英国自由党重新组建", 1. 中华民国成立,2. 美国煤矿工人大罢工 ,3. 非洲国王 卡马三世去世,4. 波斯王朝被廃止,5. 被解散的英国自由党重新组建,,
Chinese,anthropic,1910," 1. 墨西哥革命 
2. 南极探险
3. 中国辛亥革命
4. 南非联邦成立
5. 吉尔吉斯斯坦并入俄罗斯帝国", 1. 墨西哥革命 ,2. 南极探险,3. 中国辛亥革命,4. 南非联邦成立,5. 吉尔吉斯斯坦并入俄罗斯帝国,,
Chinese,anthropic,1910," 1. 美国承认中华民国
2. 苏伊士运河开通 
3. 爱尔兰共和国宣布成立
4. 波罗地海战役
5. 夺取马凯尼河事变", 1. 美国承认中华民国,2. 苏伊士运河开通 ,3. 爱尔兰共和国宣布成立,4. 波罗地海战役,5. 夺取马凯尼河事变,,
French,anthropic,610," 1. Commencement de la prédication de l'islam par Mahomet 
2. Prise de Jérusalem par les Perses sassanides
3. Assassinat de l'empereur byzantin Héraclius
4. Destruction du temple de Diane à Éphèse
5. Invasion des Avars et des Bulgares dans les Balkans", 1. Commencement de la prédication de l'islam par Mahomet ,2. Prise de Jérusalem par les Perses sassanides,3. Assassinat de l'empereur byzantin Héraclius,4. Destruction du temple de Diane à Éphèse,5. Invasion des Avars et des Bulgares dans les Balkans,,
French,anthropic,610," 1. Invasion sassanide de l'Empire byzantin 
2. Révolte juive contre Héraclius
3. Fondation de la mosquée Quba à Médine
4. Naissance de l'historien Tabari
5. Mort de Nechao II, pharaon de la XXVIe dynastie égyptienne", 1. Invasion sassanide de l'Empire byzantin ,2. Révolte juive contre Héraclius,3. Fondation de la mosquée Quba à Médine,4. Naissance de l'historien Tabari,"5. Mort de Nechao II, pharaon de la XXVIe dynastie égyptienne",,
French,anthropic,610," 1. Décès de Khusrô II, roi sassanide Perse
2. Début du règne de Khusrô II Perses 
3. Victoire d'Héraclius sur les Perses à Issus
4. Prise de Jérusalem par les Perses sassanides
5. Mort de Maurice, empereur byzantin"," 1. Décès de Khusrô II, roi sassanide Perse",2. Début du règne de Khusrô II Perses ,3. Victoire d'Héraclius sur les Perses à Issus,4. Prise de Jérusalem par les Perses sassanides,"5. Mort de Maurice, empereur byzantin",,
French,anthropic,610," 1. Mort de l'empereur Byzantin Maurice
2. Avènement d'Héraclius comme empereur Byzantin
3. Prise de pouvoir de Khosrau II en Perse Sassanide
4. Les Perses Sassanides envahissent la Syrie et la Palestine
5. Les Perses Sassanides capturent Jérusalem", 1. Mort de l'empereur Byzantin Maurice,2. Avènement d'Héraclius comme empereur Byzantin,3. Prise de pouvoir de Khosrau II en Perse Sassanide,4. Les Perses Sassanides envahissent la Syrie et la Palestine,5. Les Perses Sassanides capturent Jérusalem,,
French,anthropic,610," 1. La mort de l'empereur byzantin Phocas 
2. L'avènement d'Héraclius comme empereur byzantin
3. La prise de Jérusalem par les Perses sassanides 
4. La prise d' Antioche par les Perses sassanides
5. La bataille de Dara entre Byzantins et Perses sassanides", 1. La mort de l'empereur byzantin Phocas ,2. L'avènement d'Héraclius comme empereur byzantin,3. La prise de Jérusalem par les Perses sassanides ,4. La prise d' Antioche par les Perses sassanides,5. La bataille de Dara entre Byzantins et Perses sassanides,,
French,anthropic,1848," 1. Printemps des peuples en Europe 
2. Révolutions de 1848 en France
3. Révolution italienne de 1848
4. Révolution autrichienne de 1848
5. Révolution hongroise de 1848", 1. Printemps des peuples en Europe ,2. Révolutions de 1848 en France,3. Révolution italienne de 1848,4. Révolution autrichienne de 1848,5. Révolution hongroise de 1848,,
French,anthropic,1848," 1. Printemps des peuples 
2. Révolutions de 1848 en France
3. Révolution autrichienne de 1848
4. Révolution hongroise de 1848 
5. Révolution allemande de 1848", 1. Printemps des peuples ,2. Révolutions de 1848 en France,3. Révolution autrichienne de 1848,4. Révolution hongroise de 1848 ,5. Révolution allemande de 1848,,
French,anthropic,1848," 1. Révolution française de 1848 
2. Printemps des peuples en Europe
3. Révolutions allemandes de 1848-1849
4. Révolution italienne de 1848-1849
5. Révolution hongroise de 1848-1849", 1. Révolution française de 1848 ,2. Printemps des peuples en Europe,3. Révolutions allemandes de 1848-1849,4. Révolution italienne de 1848-1849,5. Révolution hongroise de 1848-1849,,
French,anthropic,1848," 1. Révolutions de 1848 en Europe 
2. Printemps des peuples
3. Révolution française de 1848
4. Révolte des Canuts à Lyon
5. Révolution hongroise de 1848", 1. Révolutions de 1848 en Europe ,2. Printemps des peuples,3. Révolution française de 1848,4. Révolte des Canuts à Lyon,5. Révolution hongroise de 1848,,
French,anthropic,1848," 1. Printemps des peuples 
2. Révolution française de 1848
3. Révolutions de 1848 en Allemagne et en Autriche-Hongrie
4. Révolution suisse de 1848 
5. Révolution polonaise de 1848", 1. Printemps des peuples ,2. Révolution française de 1848,3. Révolutions de 1848 en Allemagne et en Autriche-Hongrie,4. Révolution suisse de 1848 ,5. Révolution polonaise de 1848,,
French,anthropic,1910," 1. Révolution mexicaine 
2. Union de l'Afrique du Sud
3. Mort du roi Édouard VII du Royaume-Uni
4. Fondation de la Ligue internationale pour la paix 
5. Fondation de la Japan Ice Hockey Association", 1. Révolution mexicaine ,2. Union de l'Afrique du Sud,3. Mort du roi Édouard VII du Royaume-Uni,4. Fondation de la Ligue internationale pour la paix ,5. Fondation de la Japan Ice Hockey Association,,
French,anthropic,1910," 1. Révolution Mexicaine 
2. Indépendance du Brésil
3. Révolution de Xinhai en Chine 
4. Indépendance de l'Afrique du Sud
5. Révolution portugaise", 1. Révolution Mexicaine ,2. Indépendance du Brésil,3. Révolution de Xinhai en Chine ,4. Indépendance de l'Afrique du Sud,5. Révolution portugaise,,
French,anthropic,1910," 1. Révolution mexicaine 
2. Mort du roi Édouard VII du Royaume-Uni
3. Fusion des colonies australiennes
4. Indépendance du Portugal du Brésil 
5. Création de l'Union de l'Afrique du Sud", 1. Révolution mexicaine ,2. Mort du roi Édouard VII du Royaume-Uni,3. Fusion des colonies australiennes,4. Indépendance du Portugal du Brésil ,5. Création de l'Union de l'Afrique du Sud,,
French,anthropic,1910," 1. Révolution mexicaine 
2. Mort du roi Édouard VII du Royaume-Uni
3. Création de l'Union sud-africaine
4. Georges V succède à Édouard VII en tant que roi du Royaume-Uni 
5. Halley's Comet", 1. Révolution mexicaine ,2. Mort du roi Édouard VII du Royaume-Uni,3. Création de l'Union sud-africaine,4. Georges V succède à Édouard VII en tant que roi du Royaume-Uni ,5. Halley's Comet,,
French,anthropic,1910," 1. Indépendance du Portugal 
2. Révolution mexicaine
3. Première exposition universelle en Argentine
4. Fondation de la République du Mexique 
5. Mort du roi Édouard VII du Royaume-Uni, accession de George V", 1. Indépendance du Portugal ,2. Révolution mexicaine,3. Première exposition universelle en Argentine,4. Fondation de la République du Mexique ,"5. Mort du roi Édouard VII du Royaume-Uni, accession de George V",,
Japanese,anthropic,610," 1. ハイジャック暴乱(610年)
2. 隋の末代皇帝隋炫帝の暗殺(611年) 
3. 隋の滅亡と唐の建国(618年)
4. 大楽の平城(大興城)の建設(620年)
5. 班超による高句麗侵略(612-614年)", 1. ハイジャック暴乱(610年),2. 隋の末代皇帝隋炫帝の暗殺(611年) ,3. 隋の滅亡と唐の建国(618年),4. 大楽の平城(大興城)の建設(620年),5. 班超による高句麗侵略(612-614年),,
Japanese,anthropic,610," 1. ハウエ王朝の建国
2. マオ・ゼマンが隋を滅ぼし、唐王朝を開く
3. ユダヤ教のタルムード完成
4. 民間最古の日記『日本紀略』編纂開始
5. 飛鳥時代の日本で初の法令集『飛鳥浄御原令』編纂", 1. ハウエ王朝の建国,2. マオ・ゼマンが隋を滅ぼし、唐王朝を開く,3. ユダヤ教のタルムード完成,4. 民間最古の日記『日本紀略』編纂開始,5. 飛鳥時代の日本で初の法令集『飛鳥浄御原令』編纂,,
Japanese,anthropic,610," 1. ハザール襲来 
2. 義浄の没
3. 聖教の興隆
4. 隋の滅亡 
5. 臨済宗の開祖", 1. ハザール襲来 ,2. 義浄の没,3. 聖教の興隆,4. 隋の滅亡 ,5. 臨済宗の開祖,,
Japanese,anthropic,610," 1. 漢の隋朝滅亡と唐の建国
2. 聖教父アウグスティヌスの死
3. ビザンツ帝国のユスティニアノス1世の死
4. イスラーム教の誕生
5. グレゴリウス1世のローマ法王就任", 1. 漢の隋朝滅亡と唐の建国,2. 聖教父アウグスティヌスの死,3. ビザンツ帝国のユスティニアノス1世の死,4. イスラーム教の誕生,5. グレゴリウス1世のローマ法王就任,,
Japanese,anthropic,610," 1. 小野妹子の乱
2. 大宝律令の制定  
3. 聖武天皇の即位
4. 飛鳥浄御原の宮都建設開始
5. 遣隋使の派遣", 1. 小野妹子の乱,2. 大宝律令の制定  ,3. 聖武天皇の即位,4. 飛鳥浄御原の宮都建設開始,5. 遣隋使の派遣,,
Japanese,anthropic,1848," 1. 2月革命(フランス)
2. 欧州の春の時代
3. グタール憲法(ドイツ)
4. シチリア革命(イタリア)
5. 弾圧令(オーストリア)", 1. 2月革命(フランス),2. 欧州の春の時代,3. グタール憲法(ドイツ),4. シチリア革命(イタリア),5. 弾圧令(オーストリア),,
Japanese,anthropic,1848," 1. フェブラリー革命(フランス)
2. ヨーロッパの民主化運動
3. 第一次イタリア独立戦争
4. ソンデルブンド戦争
5. ヨーロッパの収穫不足と飢饉", 1. フェブラリー革命(フランス),2. ヨーロッパの民主化運動,3. 第一次イタリア独立戦争,4. ソンデルブンド戦争,5. ヨーロッパの収穫不足と飢饉,,
Japanese,anthropic,1848," 1. 二月革命(フランス)
2. ヨーロッパ各地での民主化運動
3. 第一次イタリア独立戦争
4. 第一次シュレスヴィヒ公国戦争 
5. 小作農の生活改善運動(ドイツ)", 1. 二月革命(フランス),2. ヨーロッパ各地での民主化運動,3. 第一次イタリア独立戦争,4. 第一次シュレスヴィヒ公国戦争 ,5. 小作農の生活改善運動(ドイツ),,
Japanese,anthropic,1848," 1. ヨーロッパ革命の年
2. 第二共和政の樹立(フランス)
3. アメリカ合衆国の西部への領土拡大(米墨戦争による)
4. エリザベス女王の即位(イギリス) 
5. サンフランシスコの建設", 1. ヨーロッパ革命の年,2. 第二共和政の樹立(フランス),3. アメリカ合衆国の西部への領土拡大(米墨戦争による),4. エリザベス女王の即位(イギリス) ,5. サンフランシスコの建設,,
