language,model,year,response,response1,response2,response3,response4,response5,response6,response7
Korean,gpt-4,610,"1. ""삼징도례""의 실시: 고구려의 원왕이 신라에게 전쟁을 선포하는 삼징도례를 실시한 사건
2. ""시란타나를 설립"": 인도에서 시란타나가 설립되어 현대의 힌두교로 발전하게 된 사건
3. ""래트나데비 체위"": 네팔의 라이카 이후 청구 왕조의 설립자라고 알려진 래트나데비의 체위
4. ""연호 '시화(始化)'의 시작"": 백제의 무열왕이 연호를 '시화(始化)'로 바꾼 사건
5. ""정동천도"": 신라의 진흥왕이 수도를 경주로 이전한 것을 정식으로 발표한 사건","1. ""삼징도례""의 실시: 고구려의 원왕이 신라에게 전쟁을 선포하는 삼징도례를 실시한 사건","2. ""시란타나를 설립"": 인도에서 시란타나가 설립되어 현대의 힌두교로 발전하게 된 사건","3. ""래트나데비 체위"": 네팔의 라이카 이후 청구 왕조의 설립자라고 알려진 래트나데비의 체위","4. ""연호 '시화(始化)'의 시작"": 백제의 무열왕이 연호를 '시화(始化)'로 바꾼 사건","5. ""정동천도"": 신라의 진흥왕이 수도를 경주로 이전한 것을 정식으로 발표한 사건",,
Korean,gpt-4,1848,"1. 1848년 혁명: 유럽 전역에서 널리 일어난 광범위한 정치적 변화와 사회적 혁명. 

2. 캘리포니아 금 발견: 캘리포니아에서 금이 발견되어 전세계적인 금 유입이 이루어지는 ""캘리포니아 골드 러시""가 시작.

3. 마르크스와 엥겔스의 공산당 선언 발표: 카를 마르크스와 프리드리히 엥겔스가 저술하여, 공산주의를 비롯한 현대 사회주의와 노동자 운동의 기초가 되는 이론을 내세운 이념서.

4. 자유땅 당의 설립: 미국에서 노예 제도 반대를 공식적으로 주장한 첫 정당인 자유땅 당이 설립.

5. 위츠의 반란: 남아프리카의 대 다이아몬드 광산 장업자 세실 로즈 위츠가 우스바트 상공회의소 주변의 대량 무장을 꾀해 아프리카너스 공화국에 반란을 일으키는 사건.",1. 1848년 혁명: 유럽 전역에서 널리 일어난 광범위한 정치적 변화와 사회적 혁명. ,"2. 캘리포니아 금 발견: 캘리포니아에서 금이 발견되어 전세계적인 금 유입이 이루어지는 ""캘리포니아 골드 러시""가 시작.","3. 마르크스와 엥겔스의 공산당 선언 발표: 카를 마르크스와 프리드리히 엥겔스가 저술하여, 공산주의를 비롯한 현대 사회주의와 노동자 운동의 기초가 되는 이론을 내세운 이념서.",4. 자유땅 당의 설립: 미국에서 노예 제도 반대를 공식적으로 주장한 첫 정당인 자유땅 당이 설립.,5. 위츠의 반란: 남아프리카의 대 다이아몬드 광산 장업자 세실 로즈 위츠가 우스바트 상공회의소 주변의 대량 무장을 꾀해 아프리카너스 공화국에 반란을 일으키는 사건.,,
Korean,gpt-4,1848,"1. 1848년혁명 - 유럽여러 지역에서 발생한 국가간 연대혁명.
2. 캘리포니아 금광 발견 - 미국에서 금을 발견한 사건, 캘리포니아 골드 러시를 일으킴.
3. 미국에서 여성의 선거권 요구 - 세네카 폭포 선언문 발표.
4. 세르비아의 오스만 제국 독립 - 이 사건을 포함하여 1848년 혁명의 일부.
5. 위헌왕조의 종말 - 루이 필립 1세 프랑스 국왕이 몽파르나스 혁명으로 국왕 자리에서 몰아내짐.",1. 1848년혁명 - 유럽여러 지역에서 발생한 국가간 연대혁명.,"2. 캘리포니아 금광 발견 - 미국에서 금을 발견한 사건, 캘리포니아 골드 러시를 일으킴.",3. 미국에서 여성의 선거권 요구 - 세네카 폭포 선언문 발표.,4. 세르비아의 오스만 제국 독립 - 이 사건을 포함하여 1848년 혁명의 일부.,5. 위헌왕조의 종말 - 루이 필립 1세 프랑스 국왕이 몽파르나스 혁명으로 국왕 자리에서 몰아내짐.,,
Korean,gpt-4,1848,"1. 캘리포니아 금광 발견: 이는 '금이 나는 강'이라는 뜻의 스패니시어 'El Dorado'에서 비롯된 '캘리포니아 골드 러시'를 촉발했습니다.
2. 1848년 혁명: 유럽의 여러 나라에서 발생한 일련의 혁명으로, 독일, 프랑스, 이탈리아 등에서 발생했습니다.
3. 프랑스 2월 혁명: 프랑스에서 발생한 혁명으로, 루이 필립을 축출하고 두 번째 프랑스 공화국을 선포했습니다.
4. 시카고의 설립: 미국의 중요한 대도시 중 하나인 시카고가 이년도에 정식으로 도시로 승격되었습니다.
5. 세네카 폴스 여성회의: 미국의 여성들이 참석한 첫 여성 권리 회의로, 이는 여성 투표권 운동의 시작으로 여겨집니다.",1. 캘리포니아 금광 발견: 이는 '금이 나는 강'이라는 뜻의 스패니시어 'El Dorado'에서 비롯된 '캘리포니아 골드 러시'를 촉발했습니다.,"2. 1848년 혁명: 유럽의 여러 나라에서 발생한 일련의 혁명으로, 독일, 프랑스, 이탈리아 등에서 발생했습니다.","3. 프랑스 2월 혁명: 프랑스에서 발생한 혁명으로, 루이 필립을 축출하고 두 번째 프랑스 공화국을 선포했습니다.",4. 시카고의 설립: 미국의 중요한 대도시 중 하나인 시카고가 이년도에 정식으로 도시로 승격되었습니다.,"5. 세네카 폴스 여성회의: 미국의 여성들이 참석한 첫 여성 권리 회의로, 이는 여성 투표권 운동의 시작으로 여겨집니다.",,
Korean,gpt-4,1848,"1. 1848년 혁명 (봄의 민족들): 유럽 전역에서 일어난 일련의 혁명으로, 영국과 러시아를 제외한 모든 유럽 국가에 영향을 끼쳤다.
2. 캘리포니아 금붕어 폭풍 (California Gold Rush): 캘리포니아 주에서 금이 발견되어 사람들이 금을 찾아 캘리포니아로 총동원된 사건.
3. 센카 구치즈 의거 (Seneca Falls Convention): 미국 여성 참정권 운동의 시작으로 여성의 인권을 논의한 최초의 회의.
4. 오스트리아 일련의 혁명 (Revolutions in the Habsburg areas): 빈, 브다페스트, 밀라노 등에서 오스트리아 정부에 대한 반란과 폭력행위가 일어났음.
5. 프랑스 2월 혁명 (French Revolution of 1848): 시민들이 왕국을 무너뜨리고 두 번째 프랑스 공화국을 설립한 혁명.","1. 1848년 혁명 (봄의 민족들): 유럽 전역에서 일어난 일련의 혁명으로, 영국과 러시아를 제외한 모든 유럽 국가에 영향을 끼쳤다.",2. 캘리포니아 금붕어 폭풍 (California Gold Rush): 캘리포니아 주에서 금이 발견되어 사람들이 금을 찾아 캘리포니아로 총동원된 사건.,3. 센카 구치즈 의거 (Seneca Falls Convention): 미국 여성 참정권 운동의 시작으로 여성의 인권을 논의한 최초의 회의.,"4. 오스트리아 일련의 혁명 (Revolutions in the Habsburg areas): 빈, 브다페스트, 밀라노 등에서 오스트리아 정부에 대한 반란과 폭력행위가 일어났음.",5. 프랑스 2월 혁명 (French Revolution of 1848): 시민들이 왕국을 무너뜨리고 두 번째 프랑스 공화국을 설립한 혁명.,,
Korean,gpt-4,1848,"1. 캘리포니아 금광 발견 - 이는 캘리포니아 골드러시를 촉발시켰다.
2. 유럽 혁명 - 1848년 혁명으로도 알려져 있고, 이는 오스트리아, 프랑스, 독일, 이탈리아 등 진보적 개혁을 요구하는 다양한 사회계급으로부터의 반란을 일으켰다.
3. 베를린에서의 3월 혁명 - 이 혁명은 독일에서 독립과 민주화를 요구했다.
4. 사르가 대성당 건설 시작 – 이는 세계에서 가장 큰 고딕양식의 로마 카톨릭 대성당 중 하나로, 사르가(Dom zu Sagra)라는 이름으로 잘 알려져 있다.
5. 유럽 노동자 출신 이민자들이 미국으로 이민 - 이 시기에 캘리포니아 골드 러시와 유럽의 불안정 따위로 인해 많은 유럽 노동자들이 미국으로 이주했다. 이로 인해 미국 사회에는 큰 변화가 있었다.",1. 캘리포니아 금광 발견 - 이는 캘리포니아 골드러시를 촉발시켰다.,"2. 유럽 혁명 - 1848년 혁명으로도 알려져 있고, 이는 오스트리아, 프랑스, 독일, 이탈리아 등 진보적 개혁을 요구하는 다양한 사회계급으로부터의 반란을 일으켰다.",3. 베를린에서의 3월 혁명 - 이 혁명은 독일에서 독립과 민주화를 요구했다.,"4. 사르가 대성당 건설 시작 – 이는 세계에서 가장 큰 고딕양식의 로마 카톨릭 대성당 중 하나로, 사르가(Dom zu Sagra)라는 이름으로 잘 알려져 있다.",5. 유럽 노동자 출신 이민자들이 미국으로 이민 - 이 시기에 캘리포니아 골드 러시와 유럽의 불안정 따위로 인해 많은 유럽 노동자들이 미국으로 이주했다. 이로 인해 미국 사회에는 큰 변화가 있었다.,,
Korean,gpt-4,1910,"1. 한국의 일본에 의한 강제 통합 (한일병합): 일본이 한국을 본격적으로 식민지화하여 일본 제국의 일부분으로 만든 사건. 

2. 미국의 할리의 혜성 관측: 세계 각지에서 널리 관찰되었으며, 지구에 가장 가까이 접근하는 혜성으로 유명하다.

3. 보이스카우트 설립: 로버트 베덴-파웰이 영국에서 창설한 청소년 단체로, 전 세계적으로 널리 퍼졌다. 

4. 멕시코 혁명: 멕시코 사회와 정치구조에 광범위한 변화를 가져온 민중 반란이다. 

5. 유니온 오브 사우스 아프리카 설립: 오늘날의 남아프리카 공화국이 되는 기반을 마련한 사건.",1. 한국의 일본에 의한 강제 통합 (한일병합): 일본이 한국을 본격적으로 식민지화하여 일본 제국의 일부분으로 만든 사건. ,"2. 미국의 할리의 혜성 관측: 세계 각지에서 널리 관찰되었으며, 지구에 가장 가까이 접근하는 혜성으로 유명하다.","3. 보이스카우트 설립: 로버트 베덴-파웰이 영국에서 창설한 청소년 단체로, 전 세계적으로 널리 퍼졌다. ",4. 멕시코 혁명: 멕시코 사회와 정치구조에 광범위한 변화를 가져온 민중 반란이다. ,5. 유니온 오브 사우스 아프리카 설립: 오늘날의 남아프리카 공화국이 되는 기반을 마련한 사건.,,
Korean,gpt-4,1910,"1. 한국의 일본에 의한 강제 통합 (일명 조선의 식민지화)
2. 멕시코 혁명
3. 파리 홍수
4. 하라포 인도양 지진
5. 버뮤다 세계의 첫 비행우표 발행",1. 한국의 일본에 의한 강제 통합 (일명 조선의 식민지화),2. 멕시코 혁명,3. 파리 홍수,4. 하라포 인도양 지진,5. 버뮤다 세계의 첫 비행우표 발행,,
Korean,gpt-4,1910,"1. 한국의 일본에 의한 강제 통치 (일본 제국의 조선 통치 시작)
2. 멕시코 혁명 (프란시스코 마데로에 의한 디아스 정부 반란 시작)
3. 미국의 헤일리 혜성 관측
4. 남아프리카 연맹의 성립 (영국의 식민지 4개가 합쳐 남아프리카 연맹 구성)
5. 파리의 대홍수 (1910년 프랑스 파리의 특별한 홍수)",1. 한국의 일본에 의한 강제 통치 (일본 제국의 조선 통치 시작),2. 멕시코 혁명 (프란시스코 마데로에 의한 디아스 정부 반란 시작),3. 미국의 헤일리 혜성 관측,4. 남아프리카 연맹의 성립 (영국의 식민지 4개가 합쳐 남아프리카 연맹 구성),5. 파리의 대홍수 (1910년 프랑스 파리의 특별한 홍수),,
Korean,gpt-4,1910,"1. 한국의 일본에 의한 강제 통합 (일제강점기 시작)
2. 미국 결방시 대의 창설
3. 헤일리혜성의 지구 통과
4. 프랑스에서 요리연구소 르 꼬르동 블루의 설립
5. 멕시코 혁명 시작",1. 한국의 일본에 의한 강제 통합 (일제강점기 시작),2. 미국 결방시 대의 창설,3. 헤일리혜성의 지구 통과,4. 프랑스에서 요리연구소 르 꼬르동 블루의 설립,5. 멕시코 혁명 시작,,
Korean,gpt-4,1910,"1. 한국의 일본에 의한 강제 통합 (안성탕강): 1910년에 일본 제국은 조선을 병합하여 일본의 식민지로 만들었습니다.

2. 멕시코 혁명: 1910년에 시작되어 멕시코의 정치, 경제, 사회 체제를 완전히 바꾼 사건입니다.

3. 북야평항장 제1공항 개장: 1910년 10월, 중국 북경~야탕~항주를 잇는 항공 노선이 개통되었습니다. 이것은 중국인이 처음으로 항공기를 활용한 항공 운송 노선이었습니다.

4. 남극 대륙에 도달: 노르웨이의 탐험가 롤드 아문센이 팀원들과 함께 1910년에 남극 대륙에 처음 도달했습니다.

5. 해일튼 할머니 시위: 1910년 11월 14일, 영국에서 수평권을 요구하며 여성들이 대규모 시위를 벌였습니다. 이를 주도한 해일튼 할머니는 이 사건으로 유명해졌습니다.",1. 한국의 일본에 의한 강제 통합 (안성탕강): 1910년에 일본 제국은 조선을 병합하여 일본의 식민지로 만들었습니다.,"2. 멕시코 혁명: 1910년에 시작되어 멕시코의 정치, 경제, 사회 체제를 완전히 바꾼 사건입니다.","3. 북야평항장 제1공항 개장: 1910년 10월, 중국 북경~야탕~항주를 잇는 항공 노선이 개통되었습니다. 이것은 중국인이 처음으로 항공기를 활용한 항공 운송 노선이었습니다.",4. 남극 대륙에 도달: 노르웨이의 탐험가 롤드 아문센이 팀원들과 함께 1910년에 남극 대륙에 처음 도달했습니다.,"5. 해일튼 할머니 시위: 1910년 11월 14일, 영국에서 수평권을 요구하며 여성들이 대규모 시위를 벌였습니다. 이를 주도한 해일튼 할머니는 이 사건으로 유명해졌습니다.",,
Chinese,gpt-4,610,"1. 麦加的阿布·吐别 (Abu Talib) 承诺保护穆罕默德
2. 圣经的《启示录》完成
3. 先知穆罕默德接受第一个启示
4. 齐公杨洪开始在中国统治 
5. 拜占庭帝国与萨珊波斯帝国的所有战争暂停",1. 麦加的阿布·吐别 (Abu Talib) 承诺保护穆罕默德,2. 圣经的《启示录》完成,3. 先知穆罕默德接受第一个启示,4. 齐公杨洪开始在中国统治 ,5. 拜占庭帝国与萨珊波斯帝国的所有战争暂停,,
